season,round,datetime,venue,for_team,for_is_home,for_goals1,for_behinds1,for_goals2,for_behinds2,for_goals3,for_behinds3,for_goals4,for_behinds4,for_total_score,for_match_points,for_is_win,for_is_draw,for_is_loss,against_team,against_is_home,against_goals1,against_behinds1,against_goals2,against_behinds2,against_goals3,against_behinds3,against_goals4,against_behinds4,against_total_score,against_match_points,against_is_win,against_is_draw,against_is_loss,edge_type,for_total_goals,for_total_behinds,against_total_goals,against_total_behinds
2009,R5,Fri 24-Apr-2009 7:45 PM,Football Park,Port Adelaide,True,1,3,0,0,2,1,2,2,36,0,False,False,True,St Kilda,False,6,0,4,5,3,4,2,3,102,4,True,False,False,lost-to,5,6,15,12
2009,R5,Sat 25-Apr-2009 2:20 PM,M.C.G.,Collingwood,False,4,2,2,4,2,4,4,6,88,0,False,False,True,Essendon,True,1,5,5,1,3,7,4,2,93,4,True,False,False,lost-to,12,16,13,15
2009,R5,Sat 25-Apr-2009 5:20 PM,York Park,Hawthorn,True,1,3,3,2,2,2,5,1,74,4,True,False,False,West Coast,False,1,5,1,4,3,2,2,3,56,0,False,False,True,defeated,11,8,7,14
2009,R5,Sat 25-Apr-2009 6:45 PM,Subiaco,Fremantle,True,6,4,5,5,5,1,2,3,121,4,True,False,False,Sydney,False,2,2,3,1,6,0,5,1,100,0,False,False,True,defeated,18,13,16,4
2009,R5,Sat 25-Apr-2009 7:20 PM,Docklands,North Melbourne,True,3,2,2,4,1,3,1,7,58,0,False,False,True,Richmond,False,2,2,4,5,4,5,3,4,94,4,True,False,False,lost-to,7,16,13,16
2009,R5,Sun 26-Apr-2009 1:10 PM,Kardinia Park,Brisbane Lions,False,0,2,3,1,1,0,1,0,33,0,False,False,True,Geelong,True,5,4,8,4,2,3,3,7,126,4,True,False,False,lost-to,5,3,18,18
2009,R5,Sun 26-Apr-2009 2:10 PM,Docklands,Carlton,False,4,1,7,2,4,4,6,0,133,4,True,False,False,Western Bulldogs,True,1,6,5,3,4,1,3,2,90,0,False,False,True,defeated,21,7,13,12
2009,R5,Sun 26-Apr-2009 4:40 PM,M.C.G.,Adelaide,False,2,4,2,2,1,1,2,2,51,4,True,False,False,Melbourne,True,0,1,0,2,1,3,3,4,34,0,False,False,True,defeated,7,9,4,10
2009,R6,Fri 01-May-2009 7:40 PM,Docklands,Collingwood,False,4,6,8,2,3,3,4,2,127,4,True,False,False,North Melbourne,True,4,1,3,1,1,4,3,3,75,0,False,False,True,defeated,19,13,11,9
2009,R6,Sat 02-May-2009 2:10 PM,M.C.G.,Carlton,False,3,2,4,3,4,3,4,4,102,0,False,False,True,Hawthorn,True,5,0,4,2,2,7,5,1,106,4,True,False,False,lost-to,15,12,16,10
2009,R6,Sat 02-May-2009 2:10 PM,Subiaco,Fremantle,False,3,2,1,0,4,5,5,2,87,4,True,False,False,West Coast,True,4,6,2,7,2,0,1,7,74,0,False,False,True,defeated,13,9,9,20
2009,R6,Sat 02-May-2009 7:10 PM,Gabba,Brisbane Lions,True,5,2,5,0,2,4,5,3,111,4,True,False,False,Essendon,False,1,3,2,5,2,4,4,2,68,0,False,False,True,defeated,17,9,9,14
2009,R6,Sat 02-May-2009 7:10 PM,Football Park,Adelaide,False,2,0,3,2,3,3,4,2,79,0,False,False,True,Port Adelaide,True,3,4,5,2,3,6,4,3,105,4,True,False,False,lost-to,12,7,15,15
2009,R6,Sun 03-May-2009 1:10 PM,S.C.G.,Richmond,False,2,1,3,3,4,2,2,3,75,0,False,False,True,Sydney,True,5,6,4,1,2,2,3,1,94,4,True,False,False,lost-to,11,9,14,10
2009,R6,Sun 03-May-2009 2:10 PM,M.C.G.,Geelong,False,3,3,6,5,3,9,3,4,111,4,True,False,False,Melbourne,True,2,4,2,2,2,1,4,1,68,0,False,False,True,defeated,15,21,10,8
2009,R6,Sun 03-May-2009 4:40 PM,Docklands,St Kilda,False,3,7,4,7,5,4,2,2,104,4,True,False,False,Western Bulldogs,True,1,4,3,1,3,3,4,2,76,0,False,False,True,defeated,14,20,11,10
2009,R7,Fri 08-May-2009 7:40 PM,Docklands,Essendon,True,4,2,2,5,6,3,5,4,116,4,True,False,False,Hawthorn,False,1,8,5,0,3,3,1,1,72,0,False,False,True,defeated,17,14,10,12
2009,R7,Sat 09-May-2009 2:10 PM,Kardinia Park,Geelong,True,1,5,7,2,4,3,5,4,116,4,True,False,False,Sydney,False,1,2,3,1,3,1,3,1,65,0,False,False,True,defeated,17,14,10,5
2009,R7,Sat 09-May-2009 2:10 PM,M.C.G.,Brisbane Lions,False,1,4,6,1,2,2,6,0,97,4,True,False,False,Richmond,True,4,5,3,1,1,4,2,1,71,0,False,False,True,defeated,15,7,10,11
2009,R7,Sat 09-May-2009 7:10 PM,Docklands,North Melbourne,True,5,1,7,0,3,2,5,2,125,4,True,False,False,Port Adelaide,False,4,1,2,5,6,2,6,4,120,0,False,False,True,defeated,20,5,18,12
2009,R7,Sat 09-May-2009 7:10 PM,Carrara,Carlton,True,3,2,5,2,1,6,2,5,81,0,False,False,True,Fremantle,False,3,4,7,1,2,2,1,3,88,4,True,False,False,lost-to,11,15,13,10
2009,R7,Sun 10-May-2009 12:40 PM,Football Park,Adelaide,True,3,5,2,4,1,3,6,2,86,0,False,False,True,Western Bulldogs,False,2,4,3,6,8,5,4,1,118,4,True,False,False,lost-to,12,14,17,16
2009,R7,Sun 10-May-2009 2:10 PM,Subiaco,Melbourne,False,1,1,6,2,3,0,3,1,82,0,False,False,True,West Coast,True,2,4,5,3,4,5,1,6,90,4,True,False,False,lost-to,13,4,12,18
2009,R7,Mon 11-May-2009 7:20 PM,Docklands,Collingwood,True,1,4,0,2,2,1,2,3,40,0,False,False,True,St Kilda,False,3,3,6,4,6,1,5,0,128,4,True,False,False,lost-to,5,10,20,8
2009,R8,Fri 15-May-2009 6:40 PM,Subiaco,Fremantle,True,2,2,1,2,4,4,2,3,65,0,False,False,True,Hawthorn,False,3,2,5,2,3,2,2,3,87,4,True,False,False,lost-to,9,11,13,9
2009,R8,Sat 16-May-2009 2:10 PM,M.C.G.,Melbourne,True,5,2,5,1,1,1,4,3,97,0,False,False,True,Western Bulldogs,False,3,3,6,3,3,4,3,4,104,4,True,False,False,lost-to,15,7,15,14
2009,R8,Sat 16-May-2009 2:10 PM,Kardinia Park,Geelong,True,5,3,7,2,3,4,3,2,119,4,True,False,False,North Melbourne,False,1,2,2,1,3,3,1,1,49,0,False,False,True,defeated,18,11,7,7
2009,R8,Sat 16-May-2009 7:10 PM,Stad. Aust.,Sydney,True,5,2,2,2,7,3,2,3,106,4,True,False,False,West Coast,False,4,2,2,4,5,0,4,5,101,0,False,False,True,defeated,16,10,15,11
2009,R8,Sat 16-May-2009 7:10 PM,Gabba,Adelaide,False,5,5,2,3,2,1,3,2,83,0,False,False,True,Brisbane Lions,True,3,4,3,0,7,3,5,4,119,4,True,False,False,lost-to,12,11,18,11
2009,R8,Sun 17-May-2009 12:40 PM,Football Park,Port Adelaide,True,5,4,2,4,3,5,4,5,102,4,True,False,False,Richmond,False,4,1,1,1,7,3,3,4,99,0,False,False,True,defeated,14,18,15,9
2009,R8,Sun 17-May-2009 2:10 PM,M.C.G.,Carlton,False,5,1,2,2,4,3,5,2,104,4,True,False,False,Collingwood,True,0,4,1,3,2,2,4,2,53,0,False,False,True,defeated,16,8,7,11
2009,R8,Sun 17-May-2009 4:40 PM,Docklands,Essendon,False,2,1,3,0,3,5,2,5,71,0,False,False,True,St Kilda,True,6,5,2,3,3,3,2,1,90,4,True,False,False,lost-to,10,11,13,12
2009,R9,Fri 22-May-2009 7:40 PM,Docklands,Geelong,True,6,4,3,6,5,2,3,2,116,4,True,False,False,Western Bulldogs,False,3,2,5,1,3,5,6,4,114,0,False,False,True,defeated,17,14,17,12
2009,R9,Sat 23-May-2009 2:10 PM,Docklands,Fremantle,False,6,5,3,2,1,3,2,3,85,0,False,False,True,North Melbourne,True,2,3,6,5,4,3,2,3,98,4,True,False,False,lost-to,12,13,14,14
2009,R9,Sat 23-May-2009 2:40 PM,Football Park,Adelaide,True,3,4,5,2,1,5,6,3,104,4,True,False,False,Carlton,False,0,3,0,2,5,3,3,4,60,0,False,False,True,defeated,15,14,8,12
2009,R9,Sat 23-May-2009 5:40 PM,Subiaco,Collingwood,False,1,4,3,6,4,2,4,4,88,4,True,False,False,West Coast,True,3,4,0,4,2,2,4,2,66,0,False,False,True,defeated,12,16,9,12
2009,R9,Sat 23-May-2009 7:45 PM,M.C.G.,Essendon,False,3,1,4,3,6,2,6,5,125,4,True,False,False,Richmond,True,5,5,4,3,1,4,2,1,85,0,False,False,True,defeated,19,11,12,13
2009,R9,Sun 24-May-2009 1:10 PM,S.C.G.,Port Adelaide,False,1,0,2,3,3,3,4,2,68,0,False,False,True,Sydney,True,8,1,3,5,2,7,5,2,123,4,True,False,False,lost-to,10,8,18,15
2009,R9,Sun 24-May-2009 2:10 PM,Docklands,Brisbane Lions,False,1,0,4,1,5,2,3,0,81,0,False,False,True,St Kilda,True,4,2,1,7,3,3,6,1,97,4,True,False,False,lost-to,13,3,14,13
2009,R9,Sun 24-May-2009 4:40 PM,M.C.G.,Hawthorn,True,6,2,5,5,5,2,1,3,114,4,True,False,False,Melbourne,False,2,5,2,1,4,4,5,4,92,0,False,False,True,defeated,17,12,13,14
2009,R10,Fri 29-May-2009 7:40 PM,Docklands,Carlton,True,5,2,4,8,2,2,5,3,111,4,True,False,False,West Coast,False,3,3,0,2,4,2,3,3,70,0,False,False,True,defeated,16,15,10,10
2009,R10,Sat 30-May-2009 2:10 PM,Manuka Oval,Sydney,False,2,2,0,1,5,1,5,1,77,0,False,False,True,Western Bulldogs,True,5,2,8,4,3,1,2,2,117,4,True,False,False,lost-to,12,5,18,9
2009,R10,Sat 30-May-2009 2:10 PM,Docklands,Brisbane Lions,False,4,2,4,4,4,2,3,1,99,4,True,False,False,North Melbourne,True,3,3,3,2,3,2,3,2,81,0,False,False,True,defeated,15,9,12,9
2009,R10,Sat 30-May-2009 5:40 PM,Subiaco,Fremantle,True,6,2,2,3,3,1,6,4,112,0,False,False,True,Richmond,False,4,3,1,6,8,0,4,4,115,4,True,False,False,lost-to,17,10,17,13
2009,R10,Sat 30-May-2009 7:10 PM,Carrara,Melbourne,False,4,5,2,1,0,0,0,4,46,0,False,False,True,St Kilda,True,5,3,2,5,3,3,1,6,83,4,True,False,False,lost-to,6,10,11,17
2009,R10,Sun 31-May-2009 12:40 PM,Football Park,Adelaide,True,7,1,5,3,0,1,4,5,106,4,True,False,False,Hawthorn,False,2,1,2,3,4,2,4,1,79,0,False,False,True,defeated,16,10,12,7
2009,R10,Sun 31-May-2009 2:10 PM,Docklands,Essendon,True,1,1,2,0,2,2,6,1,70,0,False,False,True,Geelong,False,6,4,6,3,5,6,3,1,134,4,True,False,False,lost-to,11,4,20,14
2009,R10,Sun 31-May-2009 4:40 PM,M.C.G.,Collingwood,True,3,1,3,4,9,3,2,4,114,4,True,False,False,Port Adelaide,False,5,2,2,3,2,1,2,4,76,0,False,False,True,defeated,17,12,11,10
2009,R11,Fri 05-Jun-2009 7:40 PM,Docklands,Richmond,True,4,2,8,0,0,2,2,1,89,0,False,False,True,Western Bulldogs,False,4,2,7,4,7,4,6,3,157,4,True,False,False,lost-to,14,5,24,13
2009,R11,Sat 06-Jun-2009 2:10 PM,Docklands,North Melbourne,True,5,1,2,1,1,1,1,0,57,0,False,False,True,St Kilda,False,1,3,3,4,4,3,7,3,103,4,True,False,False,lost-to,9,3,15,13
2009,R11,Sat 06-Jun-2009 7:10 PM,Football Park,Fremantle,False,4,2,4,0,2,2,1,0,70,0,False,False,True,Port Adelaide,True,3,3,4,3,6,0,1,4,94,4,True,False,False,lost-to,11,4,14,10
2009,R11,Sat 06-Jun-2009 7:10 PM,Gabba,Brisbane Lions,True,2,2,3,3,4,2,7,3,106,0,False,False,True,Carlton,False,3,6,4,4,6,3,3,3,112,4,True,False,False,lost-to,16,10,16,16
2009,R11,Sun 07-Jun-2009 1:10 PM,Docklands,Adelaide,False,3,0,6,0,6,2,6,2,130,4,True,False,False,Essendon,True,5,3,5,1,6,0,2,2,114,0,False,False,True,defeated,21,4,18,6
2009,R11,Sun 07-Jun-2009 2:10 PM,M.C.G.,Hawthorn,True,4,5,3,0,2,6,3,3,86,4,True,False,False,Sydney,False,2,5,2,2,4,0,3,2,75,0,False,False,True,defeated,12,14,11,9
2009,R11,Sun 07-Jun-2009 2:40 PM,Subiaco,Geelong,False,5,1,2,4,5,2,3,2,99,4,True,False,False,West Coast,True,1,3,4,3,3,3,3,2,77,0,False,False,True,defeated,15,9,11,11
2009,R11,Mon 08-Jun-2009 2:10 PM,M.C.G.,Collingwood,False,7,4,3,3,6,4,3,1,126,4,True,False,False,Melbourne,True,0,4,5,2,1,3,2,3,60,0,False,False,True,defeated,19,12,8,12
2009,R12,Fri 12-Jun-2009 7:40 PM,Docklands,Carlton,True,3,2,6,0,2,4,3,5,95,0,False,False,True,St Kilda,False,7,2,2,3,4,2,3,1,104,4,True,False,False,lost-to,14,11,16,8
2009,R12,Sat 13-Jun-2009 6:40 PM,Marrara Oval,Port Adelaide,False,1,1,3,0,1,1,2,0,44,0,False,False,True,Western Bulldogs,True,4,2,4,3,5,4,8,2,137,4,True,False,False,lost-to,7,2,21,11
2009,R12,Sat 13-Jun-2009 7:10 PM,Docklands,Richmond,True,5,6,3,2,2,4,3,2,92,4,True,False,False,West Coast,False,2,0,4,2,3,5,2,4,77,0,False,False,True,defeated,13,14,11,11
2009,R12,Sun 14-Jun-2009 1:10 PM,York Park,Brisbane Lions,False,2,4,1,5,4,4,6,2,93,4,True,False,False,Hawthorn,True,3,3,3,2,1,2,0,2,51,0,False,False,True,defeated,13,15,7,9
2009,R12,Sun 14-Jun-2009 4:10 PM,Football Park,Adelaide,True,2,4,1,2,2,3,4,5,68,4,True,False,False,North Melbourne,False,0,0,1,2,1,3,1,1,24,0,False,False,True,defeated,9,14,3,6
2009,R12,Fri 19-Jun-2009 7:40 PM,Docklands,Essendon,True,6,3,4,4,7,6,2,4,131,4,True,False,False,Melbourne,False,3,2,5,1,1,0,4,2,83,0,False,False,True,defeated,19,17,13,5
2009,R12,Sat 20-Jun-2009 7:10 PM,Stad. Aust.,Collingwood,False,4,2,3,5,2,2,4,2,89,4,True,False,False,Sydney,True,2,2,3,1,4,3,0,6,66,0,False,False,True,defeated,13,11,9,12
2009,R12,Sun 21-Jun-2009 2:40 PM,Subiaco,Fremantle,True,2,4,2,1,5,2,2,2,75,0,False,False,True,Geelong,False,1,3,5,3,2,7,5,3,94,4,True,False,False,lost-to,11,9,13,16
2009,R13,Fri 26-Jun-2009 7:40 PM,M.C.G.,Carlton,False,2,3,5,4,1,2,1,4,67,0,False,False,True,Essendon,True,2,4,6,1,6,4,7,1,136,4,True,False,False,lost-to,9,13,21,10
2009,R13,Sat 27-Jun-2009 2:10 PM,M.C.G.,Collingwood,True,6,3,4,3,6,3,10,4,169,4,True,False,False,Fremantle,False,2,2,5,1,4,2,2,2,85,0,False,False,True,defeated,26,13,13,7
2009,R13,Sat 27-Jun-2009 2:40 PM,Football Park,Adelaide,True,1,3,2,1,6,3,3,6,85,4,True,False,False,Sydney,False,2,2,4,3,2,1,2,3,69,0,False,False,True,defeated,12,13,10,9
2009,R13,Sat 27-Jun-2009 5:40 PM,Subiaco,Hawthorn,False,4,3,2,1,5,2,2,3,87,0,False,False,True,West Coast,True,2,3,6,3,2,3,6,2,107,4,True,False,False,lost-to,13,9,16,11
2009,R13,Sat 27-Jun-2009 7:10 PM,Gabba,Brisbane Lions,True,3,4,6,3,4,6,3,2,111,4,True,False,False,Melbourne,False,2,0,0,2,0,3,6,3,56,0,False,False,True,defeated,16,15,8,8
2009,R13,Sun 28-Jun-2009 1:10 PM,Kardinia Park,Geelong,True,7,5,3,4,6,4,2,1,122,4,True,False,False,Port Adelaide,False,1,1,5,2,1,1,6,6,88,0,False,False,True,defeated,18,14,13,10
2009,R13,Sun 28-Jun-2009 2:10 PM,M.C.G.,North Melbourne,True,4,4,4,4,3,5,1,1,86,0,False,False,True,Western Bulldogs,False,6,1,3,3,4,2,4,0,108,4,True,False,False,lost-to,12,14,17,6
2009,R13,Sun 28-Jun-2009 4:40 PM,Docklands,Richmond,False,2,3,0,0,0,0,3,3,36,0,False,False,True,St Kilda,True,0,3,5,2,6,4,2,5,92,4,True,False,False,lost-to,5,6,13,14
2009,R14,Fri 03-Jul-2009 7:40 PM,M.C.G.,Collingwood,True,2,3,7,3,3,4,3,2,102,4,True,False,False,Essendon,False,2,6,1,2,3,2,3,3,67,0,False,False,True,defeated,15,12,9,13
2009,R14,Sat 04-Jul-2009 2:10 PM,M.C.G.,Melbourne,True,6,1,5,1,5,4,1,4,112,4,True,False,False,West Coast,False,4,6,3,2,4,4,2,2,92,0,False,False,True,defeated,17,10,13,14
2009,R14,Sat 04-Jul-2009 2:40 PM,Football Park,Brisbane Lions,False,2,4,4,3,5,4,0,3,80,0,False,False,True,Port Adelaide,True,2,2,8,1,3,3,6,8,128,4,True,False,False,lost-to,11,14,19,14
2009,R14,Sat 04-Jul-2009 7:10 PM,Docklands,Hawthorn,False,0,2,0,2,4,2,2,3,45,0,False,False,True,Western Bulldogs,True,9,6,4,4,2,4,4,5,133,4,True,False,False,lost-to,6,9,19,19
2009,R14,Sat 04-Jul-2009 7:10 PM,Carrara,Adelaide,False,5,3,4,3,5,3,1,3,102,4,True,False,False,Richmond,True,2,1,3,2,3,2,5,2,85,0,False,False,True,defeated,15,12,13,7
2009,R14,Sun 05-Jul-2009 1:10 PM,S.C.G.,North Melbourne,False,3,3,5,2,2,1,3,1,85,0,False,False,True,Sydney,True,3,4,4,2,4,1,4,3,100,4,True,False,False,lost-to,13,7,15,10
2009,R14,Sun 05-Jul-2009 2:40 PM,Subiaco,Carlton,False,1,4,6,4,2,6,7,5,115,4,True,False,False,Fremantle,True,6,2,3,5,4,1,2,2,100,0,False,False,True,defeated,16,19,15,10
2009,R14,Sun 05-Jul-2009 3:10 PM,Docklands,Geelong,False,2,2,3,3,3,2,5,0,85,0,False,False,True,St Kilda,True,5,3,3,1,2,1,4,2,91,4,True,False,False,lost-to,13,7,14,7
2009,R15,Fri 10-Jul-2009 7:40 PM,Docklands,Collingwood,False,7,2,4,3,5,2,1,2,111,4,True,False,False,Western Bulldogs,True,3,4,3,2,4,3,6,5,110,0,False,False,True,defeated,17,9,16,14
2009,R15,Sat 11-Jul-2009 2:10 PM,M.C.G.,Carlton,True,3,3,6,5,4,1,3,4,109,4,True,False,False,Richmond,False,3,4,3,2,1,8,5,3,89,0,False,False,True,defeated,16,13,12,17
2009,R15,Sat 11-Jul-2009 2:10 PM,S.C.G.,Essendon,False,4,6,4,2,4,4,3,5,107,4,True,False,False,Sydney,True,4,2,1,6,2,3,3,1,72,0,False,False,True,defeated,15,17,10,12
2009,R15,Sat 11-Jul-2009 7:10 PM,Football Park,Adelaide,True,5,4,5,5,2,5,7,2,130,4,True,False,False,Fremantle,False,0,1,0,0,1,4,0,2,13,0,False,False,True,defeated,19,16,1,7
2009,R15,Sat 11-Jul-2009 7:10 PM,Gabba,Brisbane Lions,True,3,4,7,3,2,3,4,2,108,4,True,False,False,Geelong,False,3,2,3,3,1,4,2,2,65,0,False,False,True,defeated,16,12,9,11
2009,R15,Sun 12-Jul-2009 1:10 PM,York Park,Hawthorn,True,1,3,1,3,3,3,5,4,73,4,True,False,False,North Melbourne,False,1,2,3,1,4,2,1,5,64,0,False,False,True,defeated,10,13,9,10
2009,R15,Sun 12-Jul-2009 2:10 PM,M.C.G.,Melbourne,True,4,2,5,4,4,3,2,2,101,4,True,False,False,Port Adelaide,False,3,3,4,3,3,2,3,4,90,0,False,False,True,defeated,15,11,13,12
2009,R15,Sun 12-Jul-2009 2:40 PM,Subiaco,St Kilda,False,3,4,2,3,3,2,5,3,90,4,True,False,False,West Coast,True,2,1,2,2,5,0,2,1,70,0,False,False,True,defeated,13,12,11,4
2009,R16,Fri 17-Jul-2009 7:40 PM,Docklands,Essendon,True,3,1,3,1,2,0,3,2,70,0,False,False,True,Western Bulldogs,False,3,5,1,1,6,3,5,4,103,4,True,False,False,lost-to,11,4,15,13
2009,R16,Sat 18-Jul-2009 2:10 PM,Kardinia Park,Geelong,True,7,4,2,5,5,4,3,2,117,4,True,False,False,Melbourne,False,0,2,3,0,4,1,4,2,71,0,False,False,True,defeated,17,15,11,5
2009,R16,Sat 18-Jul-2009 2:10 PM,Docklands,Carlton,True,3,4,1,2,6,2,9,2,124,4,True,False,False,Sydney,False,3,1,3,2,3,2,0,4,63,0,False,False,True,defeated,19,10,9,9
2009,R16,Sat 18-Jul-2009 5:40 PM,Subiaco,Brisbane Lions,False,1,1,2,2,4,4,2,1,62,4,True,False,False,Fremantle,True,2,3,2,1,2,1,1,0,47,0,False,False,True,defeated,9,8,7,5
2009,R16,Sat 18-Jul-2009 7:10 PM,M.C.G.,Collingwood,True,2,3,5,2,0,2,4,3,76,0,False,False,True,Hawthorn,False,3,4,2,2,7,3,6,4,121,4,True,False,False,lost-to,11,10,18,13
2009,R16,Sun 19-Jul-2009 12:40 PM,Football Park,Port Adelaide,True,6,5,4,3,5,1,2,1,112,4,True,False,False,West Coast,False,1,1,2,2,3,2,5,5,76,0,False,False,True,defeated,17,10,11,10
2009,R16,Sun 19-Jul-2009 2:10 PM,M.C.G.,North Melbourne,False,1,3,2,3,5,5,4,2,85,2,False,True,False,Richmond,True,4,5,6,1,1,3,1,4,85,2,False,True,False,drew-with,12,13,12,13
2009,R16,Sun 19-Jul-2009 4:40 PM,Docklands,Adelaide,False,4,2,1,0,0,2,2,2,48,0,False,False,True,St Kilda,True,4,4,6,2,3,7,2,2,105,4,True,False,False,lost-to,7,6,15,15
2009,R17,Fri 24-Jul-2009 7:40 PM,M.C.G.,Carlton,True,1,5,1,4,1,4,1,3,40,0,False,False,True,Collingwood,False,5,4,2,2,1,2,6,2,94,4,True,False,False,lost-to,4,16,14,10
2009,R17,Sat 25-Jul-2009 2:10 PM,Subiaco,Fremantle,True,3,4,3,4,1,1,3,2,71,4,True,False,False,West Coast,False,1,4,4,5,1,5,2,4,66,0,False,False,True,defeated,10,11,8,18
2009,R17,Sat 25-Jul-2009 2:10 PM,M.C.G.,Geelong,True,4,2,2,3,4,1,5,3,99,4,True,False,False,Hawthorn,False,3,3,5,4,5,3,1,4,98,0,False,False,True,defeated,15,9,14,14
2009,R17,Sat 25-Jul-2009 7:10 PM,Gabba,Brisbane Lions,True,5,2,2,6,7,1,3,5,116,4,True,False,False,North Melbourne,False,3,2,2,2,3,2,3,3,75,0,False,False,True,defeated,17,14,11,9
2009,R17,Sat 25-Jul-2009 7:10 PM,Docklands,St Kilda,True,4,3,5,2,1,2,6,3,106,4,True,False,False,Western Bulldogs,False,2,2,2,2,3,3,2,0,61,0,False,False,True,defeated,16,10,9,7
2009,R17,Sun 26-Jul-2009 1:10 PM,Manuka Oval,Melbourne,True,1,2,1,4,2,5,2,3,50,0,False,False,True,Sydney,False,3,4,3,2,1,0,3,2,68,4,True,False,False,lost-to,6,14,10,8
2009,R17,Sun 26-Jul-2009 2:10 PM,M.C.G.,Essendon,True,2,5,3,1,5,3,4,3,96,0,False,False,True,Richmond,False,3,2,5,2,4,5,3,2,101,4,True,False,False,lost-to,14,12,15,11
2009,R17,Sun 26-Jul-2009 4:10 PM,Football Park,Adelaide,True,2,5,7,2,3,8,7,3,132,4,True,False,False,Port Adelaide,False,4,0,0,4,4,1,1,3,62,0,False,False,True,defeated,19,18,9,8
2009,R18,Fri 31-Jul-2009 7:40 PM,Docklands,Carlton,False,3,4,3,0,6,3,2,3,94,4,True,False,False,North Melbourne,True,3,4,4,5,4,0,0,9,84,0,False,False,True,defeated,14,10,11,18
2009,R18,Sat 01-Aug-2009 2:10 PM,Kardinia Park,Adelaide,False,3,2,1,5,5,4,4,2,91,0,False,False,True,Geelong,True,3,3,4,4,4,0,3,2,93,4,True,False,False,lost-to,13,13,14,9
2009,R18,Sat 01-Aug-2009 2:10 PM,Docklands,Fremantle,False,1,6,4,2,3,3,3,3,80,0,False,False,True,Western Bulldogs,True,5,2,7,2,2,2,3,3,111,4,True,False,False,lost-to,11,14,17,9
2009,R18,Sat 01-Aug-2009 7:10 PM,M.C.G.,Brisbane Lions,False,4,1,3,3,0,2,1,1,55,0,False,False,True,Collingwood,True,2,4,2,4,5,6,3,9,95,4,True,False,False,lost-to,8,7,12,23
2009,R18,Sat 01-Aug-2009 7:10 PM,S.C.G.,St Kilda,False,4,4,3,4,4,5,2,3,94,4,True,False,False,Sydney,True,3,4,5,5,0,3,5,3,93,0,False,False,True,defeated,13,16,13,15
2009,R18,Sun 02-Aug-2009 1:10 PM,M.C.G.,Melbourne,True,2,0,2,3,4,4,4,3,82,0,False,False,True,Richmond,False,1,5,3,3,3,2,5,4,86,4,True,False,False,lost-to,12,10,12,14
2009,R18,Sun 02-Aug-2009 2:40 PM,Football Park,Hawthorn,False,5,3,5,6,1,5,3,5,103,0,False,False,True,Port Adelaide,True,5,1,7,4,3,3,3,5,121,4,True,False,False,lost-to,14,19,18,13
2009,R18,Sun 02-Aug-2009 2:40 PM,Subiaco,Essendon,False,2,1,2,0,3,5,3,2,68,0,False,False,True,West Coast,True,4,2,4,4,3,1,3,4,95,4,True,False,False,lost-to,10,8,14,11
2009,R19,Fri 07-Aug-2009 7:40 PM,M.C.G.,Carlton,True,3,5,4,2,3,3,4,3,97,4,True,False,False,Geelong,False,2,4,3,2,3,5,0,3,62,0,False,False,True,defeated,14,13,8,14
2009,R19,Sat 08-Aug-2009 2:10 PM,Docklands,West Coast,False,3,2,7,1,3,0,3,3,102,4,True,False,False,Western Bulldogs,True,0,8,5,3,5,5,3,3,97,0,False,False,True,defeated,16,6,13,19
2009,R19,Sat 08-Aug-2009 2:10 PM,York Park,Hawthorn,True,3,4,1,1,2,1,1,1,49,0,False,False,True,St Kilda,False,5,1,2,4,2,5,1,4,74,4,True,False,False,lost-to,7,7,10,14
2009,R19,Sat 08-Aug-2009 7:10 PM,Football Park,Adelaide,True,2,4,1,6,3,3,3,1,68,0,False,False,True,Collingwood,False,2,5,1,2,5,0,5,4,89,4,True,False,False,lost-to,9,14,13,11
2009,R19,Sat 08-Aug-2009 7:10 PM,M.C.G.,Brisbane Lions,False,3,3,3,3,2,4,4,5,87,2,False,True,False,Essendon,True,4,3,2,2,5,2,2,2,87,2,False,True,False,drew-with,12,15,13,9
2009,R19,Sun 09-Aug-2009 1:10 PM,Docklands,Melbourne,False,3,3,0,4,4,3,1,3,61,0,False,False,True,North Melbourne,True,4,1,3,4,7,3,5,1,123,4,True,False,False,lost-to,8,13,19,9
2009,R19,Sun 09-Aug-2009 2:10 PM,M.C.G.,Richmond,True,3,3,2,2,2,1,3,2,68,0,False,False,True,Sydney,False,4,6,5,4,8,0,1,5,123,4,True,False,False,lost-to,10,8,18,15
2009,R19,Sun 09-Aug-2009 2:40 PM,Subiaco,Fremantle,True,7,2,4,5,4,4,2,3,116,4,True,False,False,Port Adelaide,False,2,2,2,2,2,1,5,3,74,0,False,False,True,defeated,17,14,11,8
2009,R20,Fri 14-Aug-2009 7:40 PM,M.C.G.,Adelaide,False,1,2,5,6,6,1,1,7,94,4,True,False,False,Hawthorn,True,5,3,0,2,3,5,1,3,67,0,False,False,True,defeated,13,16,9,13
2009,R20,Sat 15-Aug-2009 2:10 PM,M.C.G.,Collingwood,False,7,8,6,5,7,5,2,2,152,4,True,False,False,Richmond,True,2,1,1,2,3,2,2,6,59,0,False,False,True,defeated,22,20,8,11
