season,team,teams,games,wins,draws,losses,wins_ratio,points_for,points_against,points_ratio,goals_for,behinds_for,accuracy_for,goals_against,behinds_against,accuracy_against,goals_ratio,behinds_ratio,rank,rank_score,coarse_rank,wins_prestige,adj_wins_prestige,points_prestige,adj_points_prestige
2012,North Melbourne,18,23,14,0,9,0.6086956521739131,2425,2259,0.5177198975234842,360,265,0.576,329,285,0.5358306188925082,0.5224963715529753,0.4818181818181818,8,0.5882352941176471,2,0.07164952301158282,0.567483331217165,0.05734543458969544,0.5084008786830353
2012,Port Adelaide,18,22,5,1,16,0.25,1691,2144,0.4409387222946545,243,233,0.5105042016806722,314,260,0.5470383275261324,0.4362657091561939,0.4726166328600406,14,0.23529411764705888,4,0.010779718754505445,0.1562976956152393,0.04600815172015862,0.4505068091910641
2012,Richmond,18,22,10,1,11,0.4772727272727273,2169,1943,0.5274805447470817,311,303,0.506514657980456,284,239,0.5430210325047801,0.5226890756302521,0.559040590405904,12,0.3529411764705882,3,0.04690814932591745,0.45554109968827367,0.06181495861419106,0.5283225306088027
2012,St Kilda,18,22,12,0,10,0.5454545454545454,2347,1903,0.552235294117647,345,277,0.5546623794212219,276,247,0.5277246653919694,0.5555555555555556,0.5286259541984732,9,0.5294117647058824,2,0.017608177901328667,0.23354281061298995,0.061426770236816065,0.526649272404163
2012,Sydney,18,25,19,0,6,0.76,2548,1822,0.5830663615560641,376,292,0.562874251497006,260,262,0.49808429118773945,0.5911949685534591,0.5270758122743683,2,0.9411764705882353,1,0.1703004564504032,0.777250344511685,0.0749987573767222,0.5795410899201172
2012,West Coast,18,24,16,0,8,0.6666666666666666,2466,1946,0.5589301903898459,360,306,0.5405405405405406,283,248,0.5329566854990584,0.5598755832037325,0.5523465703971119,5,0.7647058823529411,1,0.08429070266660522,0.6101126975778325,0.06491019547679762,0.5412995595525706
2012,Western Bulldogs,18,22,5,0,17,0.22727272727272727,1542,2301,0.4012490241998439,218,234,0.4823008849557522,341,255,0.5721476510067114,0.38998211091234347,0.4785276073619632,15,0.17647058823529416,4,0.004403368504666126,0.06993039574504317,0.03880416575799789,0.406986482829979
2013,Adelaide,18,22,10,0,12,0.45454545454545453,2064,1909,0.5195066700226529,297,282,0.5129533678756477,279,235,0.5428015564202334,0.515625,0.5454545454545454,11,0.4117647058823529,3,0.024780117905486898,0.30165948335554044,0.05604546113320254,0.5023246093506422
2013,Brisbane Lions,18,22,10,0,12,0.45454545454545453,1922,2144,0.47270044269552386,276,266,0.5092250922509225,309,290,0.5158597662771286,0.4717948717948718,0.4784172661870504,12,0.3529411764705882,3,0.014854782820569672,0.20403659827299406,0.04694703341206457,0.45575673862732674
2013,Carlton,18,24,12,0,12,0.5,2303,2174,0.5144069689524235,330,323,0.5053598774885145,310,314,0.4967948717948718,0.515625,0.5070643642072213,9,0.5294117647058824,2,0.02322585043486399,0.2878649317779981,0.058608749033942385,0.5141808196789421
